Original Gene ID	Gene Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000024474	Ik	18	36877709	36890692	+	12984	-0.0772	6.8522	-1.676186174	0.115742103	0.837486627	-4.293595013
ENSMUSG00000011877	Git1	11	77384388	77398612	+	14225	0.1319	8.5377	1.675959039	0.115787268	0.837486627	-4.279636763
ENSMUSG00000003316	Glg1	8	111881053	111985848	-	104796	-0.0871	8.3215	-1.675955061	0.115788059	0.837486627	-4.281452557
ENSMUSG00000068039	Tcp1	17	13134588	13143954	+	9367	-0.0847	7.8375	-1.675796488	0.1158196	0.837486627	-4.285739347
ENSMUSG00000029227	Fip1l1	5	74696110	74759461	+	63352	-0.0810	6.1011	-1.675574471	0.115863774	0.837486627	-4.292395815
ENSMUSG00000039199	Zdhhc1	8	106199055	106223534	-	24480	0.1200	5.9205	1.675298742	0.115918654	0.837486627	-4.290069356
ENSMUSG00000037679	Inf2	12	112555218	112581991	+	26774	0.1710	9.0479	1.673672398	0.116242818	0.837486627	-4.277810981
ENSMUSG00000040740	Slc25a34	4	141346135	141351132	-	4998	-0.1275	4.2455	-1.673583723	0.116260515	0.837486627	-4.260168775
ENSMUSG00000031906	Smpd3	8	106979180	107064620	-	85441	0.1886	8.1324	1.673186963	0.116339728	0.837486627	-4.28597742
ENSMUSG00000003345	Csnk1g2	10	80458672	80476583	+	17912	0.1448	7.1121	1.672910052	0.11639504	0.837486627	-4.295304616
ENSMUSG00000028785	Hpca	4	129005363	129015829	-	10467	0.2099	10.2924	1.672743451	0.11642833	0.837486627	-4.270026142
ENSMUSG00000040549	Ckap5	2	91357107	91451009	+	93903	-0.1257	7.5998	-1.672712348	0.116434546	0.837486627	-4.291243905
ENSMUSG00000021892	Sh3bp5	14	31081837	31158035	-	76199	-0.0921	5.5160	-1.671818633	0.116613274	0.837486627	-4.286540857
ENSMUSG00000036537	Rnf113a1	X	36454898	36456120	+	1223	-0.1608	2.6320	-1.671816312	0.116613738	0.837486627	-4.301509154
ENSMUSG00000046378	Asphd1	7	126544739	126548754	-	4016	-0.0787	5.0974	-1.671768692	0.116623268	0.837486627	-4.277130274
ENSMUSG00000118521	Gm52948	2	84406895	84423184	-	16290	0.1555	3.0891	1.671523186	0.116672411	0.837486627	-4.281350034
ENSMUSG00000053286	Trmt1l	1	151304293	151333912	+	29620	-0.0907	5.1298	-1.671387113	0.116699656	0.837486627	-4.278265651
ENSMUSG00000018707	Dync1h1	12	110567886	110633379	+	65494	-0.1059	9.5324	-1.670629694	0.116851411	0.837486627	-4.277179026
ENSMUSG00000021374	Nup153	13	46833381	46881416	-	48036	-0.1286	6.0226	-1.670441187	0.116889207	0.837486627	-4.297068345
ENSMUSG00000002265	Peg3	7	6706891	6733430	-	26540	-0.1304	8.9120	-1.670188108	0.116939967	0.837486627	-4.282603731
ENSMUSG00000027408	Cpxm1	2	130232695	130239494	-	6800	0.1752	2.9487	1.669928647	0.116992026	0.837486627	-4.288262038
ENSMUSG00000029363	Rfc5	5	117516168	117527112	-	10945	0.1384	3.8487	1.669892148	0.116999351	0.837486627	-4.263642584
ENSMUSG00000032757	Bet1	6	4076899	4086972	-	10074	-0.1277	4.1770	-1.66972054	0.117033796	0.837486627	-4.263282277
ENSMUSG00000063253	Scoc	8	84156713	84185020	-	28308	-0.1327	6.5057	-1.669517177	0.117074626	0.837486627	-4.301548161
ENSMUSG00000037649	H2-DMa	17	34338515	34358075	+	19561	0.1082	4.7778	1.669281128	0.117122034	0.837486627	-4.272392981
ENSMUSG00000046854	Pip5kl1	2	32464809	32473794	+	8986	0.1563	2.2263	1.668865419	0.117205566	0.837486627	-4.325336315
ENSMUSG00000087088	Gm16638	7	83246256	83281088	-	34833	-0.1664	5.0222	-1.668774627	0.117223817	0.837486627	-4.278506664
ENSMUSG00000110649	Gm40466	8	20576700	20584337	+	7638	0.2233	1.9840	1.668027085	0.117374178	0.837486627	-4.339947914
ENSMUSG00000025400	Tac2	10	127560347	127567637	+	7291	-0.4976	2.7602	-1.667255264	0.117529598	0.837486627	-4.298588801
ENSMUSG00000009894	Snap47	11	59297960	59342012	-	44053	-0.0938	8.1157	-1.666800582	0.117621241	0.837486627	-4.29291604
ENSMUSG00000024642	Tle4	19	14425514	14575415	-	149902	-0.1127	6.9621	-1.666250091	0.117732277	0.837486627	-4.303860021
ENSMUSG00000023911	Flywch2	17	23995890	24005055	-	9166	0.1361	3.7107	1.665821343	0.11781882	0.837486627	-4.268686363
ENSMUSG00000029458	Brap	5	121798626	121825319	+	26694	0.0659	6.1212	1.665482176	0.117887321	0.837486627	-4.303408865
ENSMUSG00000024201	Kdm4b	17	56633062	56709870	+	76809	0.1396	7.0494	1.665170065	0.117950387	0.837486627	-4.304212632
ENSMUSG00000027811	4930579G24Rik	3	79536386	79540127	+	3742	0.2446	0.9572	1.66416182	0.118154319	0.837486627	-4.403638791
ENSMUSG00000070080	Mir431	12	109556881	109556971	+	91	0.4577	-0.9327	1.663798023	0.118227977	0.837486627	-4.489258351
ENSMUSG00000012429	Mplkip	13	17869777	17874333	+	4557	-0.1538	3.3530	-1.663383512	0.118311952	0.837486627	-4.278263648
ENSMUSG00000047181	Samd14	11	94900705	94916913	+	16209	-0.2422	6.0872	-1.662933582	0.118403161	0.837486627	-4.306006799
ENSMUSG00000053046	Brsk2	7	141503488	141557984	+	54497	0.0676	7.2838	1.662846985	0.118420722	0.837486627	-4.304844803
ENSMUSG00000075700	Selenot	3	58484057	58500554	+	16498	-0.0988	7.2215	-1.661769903	0.118639343	0.837486627	-4.306657267
ENSMUSG00000095567	Noc2l	4	156320376	156332073	+	11698	0.0680	6.7803	1.661288978	0.118737072	0.837486627	-4.310047668
ENSMUSG00000022769	Sdf2l1	16	16948002	16950247	-	2246	-0.1739	2.8867	-1.660564078	0.118884511	0.837486627	-4.297110716
ENSMUSG00000040794	C1qtnf4	2	90716204	90720869	+	4666	0.1067	7.5001	1.660321529	0.11893388	0.837486627	-4.305524402
ENSMUSG00000105081	Gm43110	5	22677765	22677990	-	226	0.4535	-0.5773	1.659682429	0.119064047	0.837486627	-4.477633986
ENSMUSG00000038848	Ythdf1	2	180546170	180562742	-	16573	-0.0739	5.8159	-1.658538241	0.119297396	0.837486627	-4.306707253
ENSMUSG00000085925	Rtl1	12	109555627	109566764	-	11138	-0.2821	2.6226	-1.658518991	0.119301325	0.837486627	-4.310455018
ENSMUSG00000024942	Capn1	19	6038573	6065927	-	27355	0.1301	4.5710	1.658361831	0.119333409	0.837486627	-4.278937308
ENSMUSG00000024991	Eif3a	19	60749555	60779096	-	29542	-0.1189	7.4903	-1.657756245	0.119457107	0.837486627	-4.308414575
ENSMUSG00000018217	Pmp22	11	63019808	63050373	+	30566	0.1346	4.2209	1.657712813	0.119465982	0.837486627	-4.274563385
ENSMUSG00000051853	Arf3	15	98634515	98661095	-	26581	0.0842	10.9381	1.657673922	0.119473931	0.837486627	-4.281480454
ENSMUSG00000049532	Sall2	14	52548629	52566219	-	17591	-0.1078	6.8135	-1.657526727	0.119504018	0.837486627	-4.314180151
ENSMUSG00000069919	Hba-a1	11	32233511	32234465	+	955	0.6040	4.7279	1.657190219	0.119572825	0.837486627	-4.28213147
ENSMUSG00000093738	AI606473	3	154036458	154039891	+	3434	-0.3642	1.8552	-1.657075771	0.119596234	0.837486627	-4.352900967
ENSMUSG00000027349	Fam98b	2	117080220	117102021	+	21802	-0.1096	5.5968	-1.65649114	0.119715879	0.837486627	-4.304593629
ENSMUSG00000014402	Tsg101	7	46538697	46569717	-	31021	-0.0768	5.9910	-1.656292253	0.119756604	0.837486627	-4.311925554
ENSMUSG00000022216	Psme1	14	55815580	55818986	+	3407	-0.1129	5.1861	-1.656103428	0.119795281	0.837486627	-4.295401063
ENSMUSG00000026999	Nup35	2	80447580	80489250	+	41671	0.1021	5.3082	1.655977542	0.119821072	0.837486627	-4.298313035
ENSMUSG00000041890	Git2	5	114865468	114913578	-	48111	0.0742	5.7065	1.655806063	0.119856211	0.837486627	-4.307418002
ENSMUSG00000078670	Fam174b	7	73390050	73426667	+	36618	-0.1611	4.6514	-1.655750129	0.119867675	0.837486627	-4.283324246
ENSMUSG00000087120	Gm12279	11	62440873	62441867	-	995	0.2737	0.3178	1.655288003	0.119962426	0.837564963	-4.440536604
ENSMUSG00000038295	Atg9b	5	24589179	24597141	-	7963	-0.1902	3.2466	-1.654516951	0.120120663	0.838086127	-4.288127982
ENSMUSG00000043411	Usp48	4	137321066	137385848	+	64783	0.1301	7.4924	1.653689603	0.120290654	0.838213697	-4.312722123
ENSMUSG00000030307	Slc6a11	6	114108202	114226913	+	118712	-0.3603	7.4839	-1.652561332	0.12052281	0.838213697	-4.314079582
ENSMUSG00000005198	Polr2a	11	69624823	69649463	-	24641	-0.0942	6.5202	-1.652303414	0.120575935	0.838213697	-4.320325687
ENSMUSG00000032698	Lmo2	2	103788331	103812223	+	23893	0.1958	5.9603	1.651555777	0.120730044	0.838213697	-4.316147698
ENSMUSG00000048027	Rgmb	17	16023450	16051301	-	27852	-0.1482	6.2010	-1.65111598	0.120820778	0.838213697	-4.320009319
ENSMUSG00000028684	Urod	4	116847162	116851610	-	4449	-0.0798	5.3535	-1.650518877	0.120944061	0.838213697	-4.305258406
ENSMUSG00000021037	Ahsa1	12	87313253	87320772	+	7520	-0.1312	6.3235	-1.650291355	0.120991065	0.838213697	-4.321818057
ENSMUSG00000024824	Rad9a	19	4245195	4251661	-	6467	0.1251	4.0992	1.650153141	0.121019627	0.838213697	-4.280568446
ENSMUSG00000015085	Entpd2	2	25285886	25291333	+	5448	-0.1971	2.9277	-1.649946468	0.121062347	0.838213697	-4.302678234
ENSMUSG00000036067	Slc2a6	2	26911375	26918010	-	6636	0.1648	3.8149	1.649628084	0.121128184	0.838213697	-4.281212303
ENSMUSG00000021693	Kif2a	13	107095504	107158634	-	63131	-0.1009	6.0632	-1.64952204	0.121150119	0.838213697	-4.320226843
ENSMUSG00000037251	Pomk	8	26470632	26484161	-	13530	0.0647	5.2875	1.649242262	0.121208007	0.838213697	-4.304863944
ENSMUSG00000022469	Rapgef3	15	97642651	97665853	-	23203	-0.1460	5.3742	-1.649156295	0.121225799	0.838213697	-4.307177307
ENSMUSG00000045438	Cox19	5	139321944	139337173	-	15230	0.0673	5.5161	1.648392947	0.121383883	0.838543276	-4.311222324
ENSMUSG00000046844	Vat1l	8	114932352	115100811	+	168460	-0.1867	8.0117	-1.646926171	0.121688145	0.838543276	-4.314944534
ENSMUSG00000028937	Acot7	4	152262591	152356312	+	93722	-0.1674	7.7532	-1.646650959	0.121745307	0.838543276	-4.317708987
ENSMUSG00000053985	Zfp14	7	29735784	29750805	-	15022	-0.0925	4.1701	-1.646497048	0.121777285	0.838543276	-4.284410713
ENSMUSG00000004936	Map2k1	9	64093052	64160913	-	67862	-0.1136	8.9219	-1.646218042	0.121835273	0.838543276	-4.30744842
ENSMUSG00000105135	Gm43667	3	34108484	34109578	-	1095	-0.1944	1.2034	-1.645037659	0.122080863	0.838543276	-4.396360364
ENSMUSG00000053253	Ndfip2	14	105496008	105546732	+	50725	0.1480	6.5419	1.644664834	0.122158522	0.838543276	-4.328330977
ENSMUSG00000022018	Rgcc	14	79526196	79539085	-	12890	0.1292	3.9269	1.644399023	0.122213916	0.838543276	-4.285251495
ENSMUSG00000047428	Dlk2	17	46608347	46614197	+	5851	-0.2315	4.5297	-1.644195719	0.122256299	0.838543276	-4.29199795
ENSMUSG00000035692	Isg15	4	156283912	156285253	-	1342	0.4836	0.6484	1.64291739	0.122523083	0.838543276	-4.428228101
ENSMUSG00000027184	Caprin1	2	103593286	103627994	-	34709	-0.1343	7.8184	-1.642138442	0.122685895	0.838543276	-4.321871548
ENSMUSG00000020290	Xpo1	11	23206041	23248249	+	42209	-0.1928	6.1658	-1.641590572	0.12280052	0.838543276	-4.330009305
ENSMUSG00000028458	Tesk1	4	43441939	43448064	+	6126	0.1067	6.6698	1.641381923	0.122844198	0.838543276	-4.331918304
ENSMUSG00000056665	Them6	15	74593053	74596488	+	3436	0.1676	5.8831	1.641252947	0.122871204	0.838543276	-4.326032967
ENSMUSG00000022403	St13	15	81247870	81284278	-	36409	-0.1066	7.0729	-1.641036775	0.122916479	0.838543276	-4.330376071
ENSMUSG00000038335	Tsr1	11	74788897	74800168	+	11272	-0.0778	5.1488	-1.641001909	0.122923783	0.838543276	-4.309997631
ENSMUSG00000060636	Rpl35a	16	32876823	32880559	+	3737	0.0898	7.1854	1.640864562	0.122952558	0.838543276	-4.329455467
ENSMUSG00000030878	Cdr2	7	120556259	120581535	-	25277	0.1438	3.9904	1.640515053	0.123025809	0.838543276	-4.28867956
ENSMUSG00000025439	Clns1a	7	97345841	97370003	+	24163	-0.0792	5.8878	-1.639738394	0.123188719	0.838543276	-4.328137467
ENSMUSG00000028633	Ctps	4	120397065	120427473	-	30409	-0.0861	5.4773	-1.639244051	0.123292508	0.838543276	-4.320039554
ENSMUSG00000048799	Cep120	18	53814795	53877680	-	62886	-0.1023	6.0730	-1.639172255	0.123307588	0.838543276	-4.33151026
ENSMUSG00000026959	Grin1	2	25181193	25209199	-	28007	0.0942	9.2551	1.63888105	0.123368769	0.838543276	-4.311980234
ENSMUSG00000005981	Trap1	16	3857835	3895691	-	37857	-0.0855	6.3074	-1.638600775	0.123427679	0.838543276	-4.334346617
ENSMUSG00000032998	Foxj3	4	119394201	119486316	+	92116	-0.0771	6.4708	-1.638440686	0.123461338	0.838543276	-4.33525911
ENSMUSG00000041444	Arhgap32	9	32027432	32179742	+	152311	0.1478	8.9807	1.638355181	0.123479319	0.838543276	-4.315002899
ENSMUSG00000021194	Chga	12	102521228	102531287	+	10060	-0.1753	7.2699	-1.638243085	0.123502896	0.838543276	-4.331591988
ENSMUSG00000045410	Akr1e1	13	4640749	4659173	-	18425	-0.1006	4.9303	-1.637763981	0.123603706	0.838543276	-4.307725174
ENSMUSG00000034800	Zfp661	2	127416582	127429014	-	12433	0.1218	3.5644	1.636935465	0.123778206	0.838543276	-4.294402802
ENSMUSG00000068373	D430041D05Rik	2	103973418	104241358	-	267941	0.1677	7.6178	1.636735516	0.12382035	0.838543276	-4.329612896
ENSMUSG00000001229	Dpp9	17	56493807	56525905	-	32099	-0.0830	6.3715	-1.636613773	0.123846017	0.838543276	-4.336868528
ENSMUSG00000039770	Ypel5	17	73143448	73158190	+	14743	0.0879	6.8077	1.635973361	0.123981109	0.838543276	-4.337384562
ENSMUSG00000060427	Zfp868	8	70063508	70078199	-	14692	-0.0990	3.8827	-1.635682551	0.124042496	0.838543276	-4.292796024
ENSMUSG00000007653	Gabrb2	11	42310584	42519855	+	209272	-0.2011	6.8783	-1.63560175	0.124059557	0.838543276	-4.337661514
ENSMUSG00000072915	Gm12258	11	58737984	58752782	+	14799	-0.0763	4.9415	-1.63483816	0.124220887	0.838543276	-4.310932721
ENSMUSG00000048330	Ric3	7	108633519	108682538	-	49020	-0.0713	6.6275	-1.634787962	0.124231499	0.838543276	-4.339339034
ENSMUSG00000108456	4732496C06Rik	7	116146100	116148599	+	2500	0.2075	1.9267	1.634373867	0.124319071	0.838543276	-4.360516317
ENSMUSG00000027257	Pacsin3	2	91086299	91095024	+	8726	0.1588	4.5069	1.633939401	0.124411008	0.838543276	-4.301057765
ENSMUSG00000046182	Gsg1l	7	125477592	125681583	-	203992	0.1692	7.5775	1.633548225	0.124493835	0.838543276	-4.3334131
ENSMUSG00000051855	Mest	6	30723546	30748464	+	24919	-0.1234	5.0289	-1.633352469	0.124535302	0.838543276	-4.314711462
ENSMUSG00000038677	Scube3	17	28361115	28393828	+	32714	0.1902	5.6386	1.631816648	0.124861049	0.838791	-4.331221668
ENSMUSG00000021087	Rtn1	12	72258526	72455828	-	197303	-0.0640	9.8921	-1.630910536	0.12505358	0.838791	-4.314712566
ENSMUSG00000069917	Hba-a2	11	32246489	32247298	+	810	0.6223	3.5197	1.63064499	0.125110052	0.838791	-4.300578638
ENSMUSG00000028221	Pip4p2	4	14864076	14915176	+	51101	-0.1027	5.3509	-1.629272843	0.125402209	0.838791	-4.327297177
ENSMUSG00000034021	Pds5b	5	150597204	150734155	+	136952	-0.1322	7.2890	-1.629183451	0.125421262	0.838791	-4.341101977
ENSMUSG00000027575	Arfgap1	2	180609018	180624319	+	15302	0.0556	6.7933	1.628901343	0.12548141	0.838791	-4.345120252
ENSMUSG00000028107	Tars2	3	95647288	95667518	-	20231	-0.0865	5.3784	-1.628634054	0.12553842	0.838791	-4.328658798
ENSMUSG00000033467	Crlf2	5	109702575	109706859	-	4285	0.0930	4.1050	1.627976374	0.125678793	0.838791	-4.300445302
ENSMUSG00000024039	Cbs	17	31827868	31856212	-	28345	-0.1886	5.1902	-1.62722588	0.125839142	0.838791	-4.32519306
ENSMUSG00000031295	Phka2	X	159285162	159381874	+	96713	0.1341	5.6741	1.627065541	0.125873423	0.838791	-4.337137812
ENSMUSG00000020929	Eftud2	11	102729299	102771811	-	42513	-0.0714	6.8412	-1.627005884	0.12588618	0.838791	-4.347055026
ENSMUSG00000028931	Kcnab2	4	152475199	152562367	-	87169	0.1178	8.5360	1.626984521	0.125890748	0.838791	-4.330977294
ENSMUSG00000024558	Mapk4	18	74061557	74198430	-	136874	0.1434	6.9798	1.626764265	0.125937858	0.838791	-4.346227403
ENSMUSG00000030007	Cct7	6	85428496	85445457	+	16962	-0.0889	7.5490	-1.62602836	0.126095367	0.838791	-4.341740385
ENSMUSG00000114540	Gm6421	13	117494748	117495156	-	409	-0.3024	-0.6146	-1.625924444	0.126117623	0.838791	-4.485653406
ENSMUSG00000020953	Coch	12	51640124	51652554	+	12431	0.5800	4.3735	1.625915321	0.126119577	0.838791	-4.305162561
ENSMUSG00000046982	Tshz1	18	84029752	84105831	-	76080	-0.1420	6.2865	-1.625663521	0.126173519	0.838791	-4.348180677
ENSMUSG00000036819	Jmjd4	11	59340871	59349393	+	8523	-0.0753	5.3272	-1.625168681	0.126279585	0.838791	-4.330917021
ENSMUSG00000064247	Plcxd1	5	110247835	110253819	+	5985	0.1489	5.2608	1.625123544	0.126289263	0.838791	-4.328960721
ENSMUSG00000097412	1810014B01Rik	10	86521389	86530670	+	9282	-0.1320	2.5212	-1.624714694	0.126376962	0.838791	-4.335968718
ENSMUSG00000028156	Eif4e	3	138231940	138265457	+	33518	-0.0707	6.6170	-1.624588286	0.126404087	0.838791	-4.350353246
ENSMUSG00000022160	Mettl3	14	52532298	52542585	-	10288	-0.1095	4.8659	-1.624321429	0.126461366	0.838791	-4.319461804
ENSMUSG00000036197	Gxylt1	15	93137623	93173060	-	35438	0.1222	4.3711	1.624158688	0.126496309	0.838791	-4.307678898
ENSMUSG00000060548	Tnfrsf19	14	61201324	61283939	-	82616	0.0785	6.1458	1.622870804	0.126773128	0.838930497	-4.349633428
ENSMUSG00000027809	Etfdh	3	79511095	79536807	-	25713	-0.0663	5.0870	-1.622788825	0.126790767	0.838930497	-4.326934297
ENSMUSG00000036202	Rif1	2	51962844	52012395	+	49552	-0.1567	5.0041	-1.622427239	0.12686859	0.838930497	-4.325079661
ENSMUSG00000070687	Htr1d	4	136150835	136171709	+	20875	0.1897	4.0497	1.622410646	0.126872162	0.838930497	-4.304861246
ENSMUSG00000029426	Scarb2	5	92589173	92654692	-	65520	-0.0779	7.1688	-1.622115473	0.126935724	0.838930497	-4.349825954
ENSMUSG00000025264	Tsr2	X	149870090	149879539	-	9450	-0.0657	6.3091	-1.621034246	0.127168785	0.839917152	-4.353262071
ENSMUSG00000055319	Sec23ip	7	128346667	128386560	+	39894	-0.0766	5.5661	-1.620079202	0.127374954	0.839960771	-4.342268478
ENSMUSG00000028906	Epb41	4	131650724	131802632	-	151909	0.1710	7.0573	1.619831524	0.127428469	0.839960771	-4.353032086
ENSMUSG00000021144	Mta1	12	113061898	113100826	+	38929	0.0716	6.0717	1.61941145	0.127519276	0.839960771	-4.352441739
ENSMUSG00000029397	Rchy1	5	92096763	92110927	-	14165	0.0622	5.2692	1.619360723	0.127530245	0.839960771	-4.335252583
ENSMUSG00000038502	Ptov1	7	44512491	44519212	-	6722	-0.0937	7.3404	-1.618512458	0.127713798	0.839960771	-4.351948337
ENSMUSG00000001674	Ddx18	1	121481564	121495718	-	14155	-0.1057	4.7020	-1.618334404	0.127752355	0.839960771	-4.321018364
ENSMUSG00000000959	Oxa1l	14	54598291	54607130	+	8840	-0.0628	5.8497	-1.618020729	0.127820306	0.839960771	-4.350564794
ENSMUSG00000061479	Snrpa	7	26886430	26895696	-	9267	-0.0811	5.8113	-1.617316183	0.127973042	0.839960771	-4.35057931
ENSMUSG00000010095	Slc3a2	19	8684246	8700733	-	16488	-0.0725	6.5355	-1.616946943	0.128053152	0.839960771	-4.358548553
ENSMUSG00000045210	Vcpip1	1	9788847	9818607	-	29761	-0.1134	6.0258	-1.616485854	0.128153249	0.839960771	-4.355177259
ENSMUSG00000009687	Fxyd5	7	30732147	30741906	-	9760	0.1806	2.5831	1.615497414	0.128368057	0.839960771	-4.339315571
ENSMUSG00000039220	Ppp1r10	17	36227326	36243175	+	15850	-0.0821	5.8447	-1.615461253	0.128375921	0.839960771	-4.353198299
ENSMUSG00000030844	Rgs10	7	127975345	128020482	-	45138	0.1537	5.7102	1.61521293	0.128429938	0.839960771	-4.350329144
ENSMUSG00000062488	Ifit3b	19	34585370	34590801	+	5432	0.2546	2.4135	1.615128527	0.128448302	0.839960771	-4.346912645
ENSMUSG00000021054	Sgpp1	12	75761023	75782503	-	21481	-0.1037	5.0970	-1.615086921	0.128457356	0.839960771	-4.335022647
ENSMUSG00000027823	Gmps	3	63883527	63930000	+	46474	-0.0887	5.8271	-1.613863065	0.128723912	0.839960771	-4.35454864
ENSMUSG00000034867	Ankrd27	7	35285669	35338651	+	52983	0.1185	5.1090	1.613555338	0.128791011	0.839960771	-4.336665242
ENSMUSG00000073609	D2hgdh	1	93752631	93780070	+	27440	0.1058	3.8767	1.613489465	0.128805378	0.839960771	-4.311705721
ENSMUSG00000032501	Trib1	15	59520199	59528948	+	8750	-0.2263	3.2558	-1.613464038	0.128810924	0.839960771	-4.31829148
ENSMUSG00000015747	Vps45	3	95907144	95965778	-	58635	-0.0834	5.4793	-1.613128278	0.128884179	0.839960771	-4.347339211
ENSMUSG00000027194	Ttc17	2	94131112	94237034	-	105923	-0.0949	6.0317	-1.612566362	0.129006855	0.839960771	-4.359428126
ENSMUSG00000038264	Sema7a	9	57847395	57870148	+	22754	0.2097	6.3096	1.612118137	0.129104783	0.839960771	-4.362348644
ENSMUSG00000112237	D630033A02Rik	10	122820979	122822460	-	1482	-0.2854	0.3684	-1.611910347	0.129150202	0.839960771	-4.450541372
ENSMUSG00000071343	Gm10327	10	33684493	33685494	-	1002	-0.4462	-1.0548	-1.611109305	0.129325426	0.839960771	-4.502404536
ENSMUSG00000004535	Tax1bp1	6	52690714	52743765	+	53052	-0.1063	7.2182	-1.61086047	0.129379899	0.839960771	-4.361366604
ENSMUSG00000092187	Gm20457	7	63987298	63995712	-	8415	0.1492	2.3815	1.610657416	0.129424365	0.839960771	-4.350765214
ENSMUSG00000028431	Elp1	4	56749680	56802331	-	52652	-0.0827	6.4558	-1.610597892	0.129437402	0.839960771	-4.365204381
ENSMUSG00000006711	D130043K22Rik	13	25029118	25085253	+	56136	0.0956	5.5975	1.610047014	0.129558112	0.84020028	-4.353309704
ENSMUSG00000075590	Nrbp2	15	75957367	75963476	-	6110	0.1931	6.6389	1.609102741	0.12976525	0.84042698	-4.366532723
ENSMUSG00000025209	Twnk	19	44994102	45001201	+	7100	-0.0937	4.6061	-1.608791316	0.129833627	0.84042698	-4.327716045
ENSMUSG00000024563	Smad2	18	76374651	76444034	+	69384	-0.0686	5.3993	-1.608741611	0.129844543	0.84042698	-4.349788045
ENSMUSG00000005566	Trim28	7	12733041	12764962	+	31922	-0.0608	7.2752	-1.605645557	0.130526058	0.844293069	-4.366299701
ENSMUSG00000049551	Fzd9	5	135277792	135280084	-	2293	-0.2798	1.9391	-1.604910442	0.130688326	0.844413949	-4.374412698
ENSMUSG00000028797	Tmem234	4	129494461	129517852	+	23392	0.0581	6.3918	1.604797865	0.130713191	0.844413949	-4.370989034
ENSMUSG00000036904	Fzd8	18	9212163	9218136	+	5974	-0.2161	1.8797	-1.603765796	0.130941337	0.845343107	-4.377909244
ENSMUSG00000106383	E330034L11Rik	3	95546615	95548356	+	1742	-0.1514	2.7226	-1.602671659	0.131183578	0.845875462	-4.341650176
ENSMUSG00000021719	Rgs7bp	13	105082412	105191438	-	109027	0.2116	8.4586	1.601964972	0.131340242	0.845875462	-4.35761439
ENSMUSG00000024579	Pcyox1l	18	61829908	61840706	-	10799	-0.0980	4.1666	-1.601680133	0.131403433	0.845875462	-4.324728326
ENSMUSG00000035953	Pip4p1	14	51163525	51168313	-	4789	0.0581	6.0233	1.601615331	0.131417813	0.845875462	-4.370731839
ENSMUSG00000022962	Gart	16	91418074	91443840	-	25767	-0.0634	5.3655	-1.601489954	0.131445638	0.845875462	-4.356334611
ENSMUSG00000062519	Zfp398	6	47812595	47850471	+	37877	-0.0811	5.1179	-1.600693109	0.131622604	0.846470964	-4.350119633
ENSMUSG00000025417	Pip4k2c	10	127032936	127047454	-	14519	0.1156	6.5822	1.599354954	0.131920247	0.84784128	-4.377126672
ENSMUSG00000028126	Pip5k1a	3	94965841	95014241	-	48401	0.0891	6.4914	1.598050669	0.132210912	0.848691095	-4.378486254
ENSMUSG00000003477	Inmt	6	55147611	55152028	-	4418	0.3555	1.6120	1.598001984	0.132221772	0.848691095	-4.394825942
ENSMUSG00000007656	Arpp19	9	74944896	74967595	+	22700	0.2301	8.8785	1.597048629	0.132434594	0.848798646	-4.358316718
ENSMUSG00000024687	Osbp	19	11943305	11971476	+	28172	0.0597	6.7337	1.596544081	0.132547346	0.848798646	-4.37998864
ENSMUSG00000044252	Osbpl1a	18	12888371	13074898	-	186528	0.1091	7.0198	1.596482088	0.132561205	0.848798646	-4.378313115
ENSMUSG00000017778	Cox7c	13	86192935	86195023	-	2089	0.1309	6.7245	1.596410695	0.132577167	0.848798646	-4.380030184
ENSMUSG00000022013	Dnajc15	14	78058121	78112565	-	54445	-0.0929	5.8460	-1.595485061	0.132784273	0.849062542	-4.374310057
ENSMUSG00000030224	Strap	6	137712076	137728930	+	16855	-0.0580	6.8179	-1.595469495	0.132787758	0.849062542	-4.380918904
ENSMUSG00000031667	Aktip	8	91838412	91926604	-	88193	0.0677	6.8582	1.594081003	0.133098954	0.849769743	-4.382039565
ENSMUSG00000012535	Tnpo3	6	29540826	29609886	-	69061	-0.0686	6.5861	-1.593781137	0.133166244	0.849769743	-4.383351175
ENSMUSG00000047842	Diras2	13	52658416	52685315	-	26900	0.1670	8.2079	1.593752392	0.133172696	0.849769743	-4.368696089
ENSMUSG00000006335	Tfpt	7	3623323	3632928	-	9606	0.0706	4.3129	1.593244244	0.133286795	0.849769743	-4.335041185
ENSMUSG00000031781	Ciapin1	8	95546432	95564986	-	18555	-0.0635	5.8765	-1.592455437	0.133464079	0.849769743	-4.37807466
ENSMUSG00000041020	Map7d2	X	158197568	158281753	+	84186	-0.0755	7.1287	-1.591941194	0.133579764	0.849769743	-4.382317286
ENSMUSG00000024853	Sf3b2	19	5323960	5345483	-	21524	-0.0600	8.1310	-1.591836659	0.133603291	0.849769743	-4.37147651
ENSMUSG00000079108	Srp54c	12	55276953	55310621	+	33669	-0.1071	4.6883	-1.591358281	0.133711002	0.849769743	-4.346727372
ENSMUSG00000067321	Gm7931	5	46571686	46571956	+	271	-0.5530	-2.2719	-1.591150264	0.133757861	0.849769743	-4.53381337
