Original Gene ID	Gene Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000023004	Tuba1b	15	98829306	98832446	-	3141	-0.1362	5.3313	-1.183818981	0.263469	0.980572306	-4.5927604
ENSMUSG00000099876	Gm29650	Y	1048393	1049134	+	742	-0.2620	2.3670	-1.183629905	0.263540581	0.980572306	-4.566752941
ENSMUSG00000057342	Sphk2	7	45358891	45367426	-	8536	-0.0940	4.8195	-1.183245144	0.263686293	0.980572306	-4.588988233
ENSMUSG00000021481	Zfp346	13	55253124	55282638	+	29515	0.1168	5.7314	1.183222636	0.263694819	0.980572306	-4.596167295
ENSMUSG00000055204	Ankrd17	5	90375025	90514436	-	139412	0.1761	7.8447	1.183071461	0.263752088	0.980572306	-4.585125636
ENSMUSG00000032398	Snapc5	9	64086556	64090414	+	3859	-0.2032	3.8187	-1.183065304	0.263754421	0.980572306	-4.573330173
ENSMUSG00000026895	Ndufa8	2	35926338	35939418	-	13081	-0.1584	6.1203	-1.182947957	0.263798883	0.980572306	-4.596368929
ENSMUSG00000020664	Dld	12	31381276	31401452	-	20177	-0.1208	6.8338	-1.182796734	0.263856189	0.980572306	-4.592344826
ENSMUSG00000055128	Cgrrf1	14	47069582	47091650	+	22069	-0.0978	4.7364	-1.182672028	0.263903454	0.980572306	-4.588024583
ENSMUSG00000002409	Dyrk1b	7	27878894	27886719	+	7826	0.1473	5.2331	1.182636641	0.263916868	0.980572306	-4.593736415
ENSMUSG00000069520	Tmem19	10	115175579	115198406	-	22828	0.0803	5.4125	1.182608903	0.263927382	0.980572306	-4.595079774
ENSMUSG00000046671	Mtfr1l	4	134252861	134262698	-	9838	-0.0993	6.1142	-1.182494689	0.263970679	0.980572306	-4.596824405
ENSMUSG00000042043	Tbca	13	94925418	94979430	+	54013	-0.1963	4.9381	-1.182351461	0.264024983	0.980572306	-4.590057413
ENSMUSG00000033671	Cep350	1	155720710	155849001	-	128292	0.2204	6.6276	1.182142262	0.264104316	0.980572306	-4.594365511
ENSMUSG00000037408		1	36510701	36547845	+	37145	0.1163	4.4015	1.182008266	0.264155141	0.980572306	-4.583032607
ENSMUSG00000055900	Tmem69	4	116408830	116413133	-	4304	-0.1336	3.4799	-1.181585702	0.264315468	0.980572306	-4.571229913
ENSMUSG00000031879	Ciao2b	8	105366470	105368597	-	2128	-0.1924	3.6652	-1.181568072	0.264322159	0.980572306	-4.572360573
ENSMUSG00000005656	Snx6	12	54793134	54842488	-	49355	-0.0970	5.4519	-1.181551046	0.264328621	0.980572306	-4.595944038
ENSMUSG00000030286	Emc3	6	113491835	113508613	-	16779	-0.1017	6.1225	-1.181415725	0.264379982	0.980572306	-4.597440591
ENSMUSG00000078812	Eif5a	11	69807540	69812784	-	5245	-0.1438	7.6864	-1.181032886	0.264525333	0.980572306	-4.587239809
ENSMUSG00000036362	P2ry13	3	59115313	59118303	-	2991	0.1235	3.4398	1.18100977	0.264534111	0.980572306	-4.571361804
ENSMUSG00000000916	Nsun5	5	135398807	135405659	+	6853	0.1029	4.1893	1.180684947	0.264657488	0.980572306	-4.579874176
ENSMUSG00000062627	Mysm1	4	94830277	94867337	-	37061	0.2111	5.3818	1.180418988	0.264758541	0.980572306	-4.596261077
ENSMUSG00000034377	Tulp4	17	6156712	6301403	+	144692	0.2267	6.9382	1.179345201	0.265166844	0.980572306	-4.593114078
ENSMUSG00000035967	Ints6l	X	55500217	55553203	+	52987	0.1280	6.7625	1.179316284	0.265177846	0.980572306	-4.59464836
ENSMUSG00000007739	Cct4	11	22940519	22953780	+	13262	-0.1113	6.9980	-1.17902294	0.26528948	0.980572306	-4.593037091
ENSMUSG00000049401	Ogfr	2	180231038	180237629	+	6592	-0.1634	5.4921	-1.179001939	0.265297474	0.980572306	-4.597166957
ENSMUSG00000019948	Actr6	10	89547833	89568157	-	20325	-0.1380	4.6275	-1.178367683	0.265538976	0.980572306	-4.589040467
ENSMUSG00000058135	Gstm1	3	107919571	107925289	-	5719	-0.1340	7.2618	-1.178293142	0.26556737	0.980572306	-4.591533704
ENSMUSG00000048833	Slc39a9	12	80690657	80730116	+	39460	0.1212	5.9540	1.178227705	0.265592299	0.980572306	-4.599323035
ENSMUSG00000092626	9130230N09Rik	11	22808931	22811264	+	2334	-0.2894	1.7542	-1.176680081	0.266182407	0.980572306	-4.569713557
ENSMUSG00000001416	Cct3	3	88204423	88229074	+	24652	-0.1148	7.2235	-1.176610777	0.266208857	0.980572306	-4.592618399
ENSMUSG00000078570	1110065P20Rik	4	124742873	124744989	-	2117	-0.1787	4.5749	-1.176590852	0.266216461	0.980572306	-4.588011002
ENSMUSG00000066278	Vps37b	5	124142704	124170333	-	27630	-0.1549	4.7506	-1.176481188	0.26625832	0.980572306	-4.591741086
ENSMUSG00000026511	Srp9	1	181952302	181959972	+	7671	-0.1419	5.5082	-1.175772324	0.266529017	0.980572306	-4.599010798
ENSMUSG00000033060	Lmo7	14	101967393	102172146	+	204754	0.1469	8.3149	1.175737255	0.266542415	0.980572306	-4.586731961
ENSMUSG00000020368	Canx	11	50184788	50216500	-	31713	-0.1122	8.5476	-1.175721681	0.266548365	0.980572306	-4.585530894
ENSMUSG00000038000	Acd	8	106422492	106427734	-	5243	-0.1215	4.9290	-1.175600352	0.266594722	0.980572306	-4.59405959
ENSMUSG00000001986	Gria3	X	40489731	40767478	+	277748	0.1429	8.1608	1.175240083	0.26673241	0.980572306	-4.587526282
ENSMUSG00000046897	Zfp740	15	102111684	102124041	+	12358	0.0907	6.7715	1.175204548	0.266745995	0.980572306	-4.597036342
ENSMUSG00000085894	Gm15832	1	39586651	39591083	-	4433	-0.2051	3.0575	-1.175038389	0.266809519	0.980572306	-4.570976869
ENSMUSG00000039621	Prex1	2	166408262	166555752	-	147491	0.1673	7.6143	1.174385136	0.267059382	0.980572306	-4.590767678
ENSMUSG00000038722	Bud31	5	145077172	145084888	+	7717	-0.1674	5.0129	-1.174349653	0.267072959	0.980572306	-4.595496985
ENSMUSG00000028333	Anp32b	4	46450902	46472657	+	21756	-0.1538	5.4661	-1.173840794	0.267267729	0.980572306	-4.599765093
ENSMUSG00000059495	Arhgef12	9	42875138	43018534	-	143397	0.2409	8.2812	1.173566978	0.26737258	0.980572306	-4.587751992
ENSMUSG00000026087	Mrpl30	1	37929558	37937616	+	8059	-0.1594	5.1713	-1.173498479	0.267398816	0.980572306	-4.597859068
ENSMUSG00000036985	Zdhhc9	X	47260846	47297755	-	36910	0.0982	5.5794	1.173419576	0.267429038	0.980572306	-4.60091919
ENSMUSG00000085998	AW822252	X	52697822	52718740	-	20919	0.1417	4.3829	1.173274294	0.267484693	0.980572306	-4.585770212
ENSMUSG00000105218	Gm38413	5	99878713	99901832	-	23120	0.1856	5.8183	1.17303232	0.26757741	0.980572306	-4.601699602
ENSMUSG00000045160	Bola3	6	83326129	83337118	+	10990	-0.1314	4.0341	-1.172993506	0.267592285	0.980572306	-4.581034478
ENSMUSG00000092492	B230208B08Rik	4	78130192	78132414	+	2223	0.3076	1.3806	1.17291792	0.267621253	0.980572306	-4.571584754
ENSMUSG00000032599	Ip6k2	9	108660995	108683536	+	22542	-0.0978	6.8935	-1.172810125	0.26766257	0.980572306	-4.597355149
ENSMUSG00000020741	Cluh	11	74540321	74561673	+	21353	0.1136	6.9336	1.172786911	0.267671469	0.980572306	-4.596846588
ENSMUSG00000022296	Baalc	15	38740784	38816307	+	75524	-0.1138	6.9289	-1.172259198	0.267873816	0.980572306	-4.597021697
ENSMUSG00000015127	Unkl	17	25407371	25453417	+	46047	0.1595	5.2639	1.171850241	0.26803071	0.980572306	-4.599912553
ENSMUSG00000086165	Gm15690	5	120617907	120618968	-	1062	-0.2577	0.0364	-1.171383605	0.268209822	0.980572306	-4.577486105
ENSMUSG00000020263	Appl2	10	83435897	83484602	-	48706	0.1374	6.8553	1.171307659	0.268238982	0.980572306	-4.598164766
ENSMUSG00000036327	Qsox2	2	26098649	26127537	-	28889	0.0951	5.6311	1.170767604	0.26844641	0.980572306	-4.602530993
ENSMUSG00000038762	Abcf1	17	36267711	36280653	-	12943	-0.0995	6.5802	-1.170435463	0.268574044	0.980572306	-4.601422242
ENSMUSG00000022751	Nit2	16	56977028	56987704	-	10677	0.1273	4.0918	1.170205054	0.268662614	0.980572306	-4.583436008
ENSMUSG00000021468	Sptlc1	13	53486784	53531433	-	44650	0.1073	5.9334	1.17011761	0.268696233	0.980572306	-4.603725764
ENSMUSG00000006095	Tbcb	7	29923556	29931697	-	8142	-0.1390	5.4708	-1.169875013	0.268789522	0.980572306	-4.601762956
ENSMUSG00000029263	Pigg	5	108460475	108497221	+	36747	0.1689	5.0876	1.169854339	0.268797473	0.980572306	-4.599721343
ENSMUSG00000057193	Slc44a2	9	21231994	21266324	+	34331	0.0853	5.6162	1.169825879	0.268808419	0.980572306	-4.602882388
ENSMUSG00000037361	Sf3b6	12	4867544	4877659	+	10116	-0.1357	5.1302	-1.169650125	0.268876023	0.980572306	-4.59949767
ENSMUSG00000038295	Atg9b	5	24589179	24597141	-	7963	-0.2024	3.1364	-1.169464628	0.26894739	0.980572306	-4.572981846
ENSMUSG00000042015	Wdr41	13	95112852	95159822	+	46971	0.0798	5.5261	1.169117746	0.269080887	0.980572306	-4.602962648
ENSMUSG00000030322	Mbd4	6	115817658	115830332	-	12675	0.1244	4.0598	1.16911093	0.269083511	0.980572306	-4.583669761
ENSMUSG00000062981	Mrpl42	10	95316667	95337802	-	21136	-0.1574	5.1513	-1.169011153	0.26912192	0.980572306	-4.59983546
ENSMUSG00000029640	Usp12	5	146671619	146731816	-	60198	0.1007	5.8830	1.168856481	0.269181469	0.980572306	-4.604326364
ENSMUSG00000033022	Cdo1	18	46846260	46861462	-	15203	-0.1196	5.9150	-1.16830674	0.269393206	0.980572306	-4.604559118
ENSMUSG00000033943	Mga	2	119727709	119800062	+	72354	0.2131	6.8387	1.168237656	0.269419823	0.980572306	-4.599838044
ENSMUSG00000021120	Pigh	12	79127438	79136425	-	8988	-0.1347	3.6029	-1.167962398	0.269525899	0.980572306	-4.577954001
ENSMUSG00000029428	Stx2	5	129061621	129085638	-	24018	0.0974	5.1437	1.167754108	0.269606189	0.980572306	-4.60109232
ENSMUSG00000024644	Cndp2	18	84685590	84703827	-	18238	-0.1114	5.2296	-1.167553637	0.269683483	0.980572306	-4.601826101
ENSMUSG00000087674	4930447M23Rik	2	19349128	19355861	+	6734	0.2324	3.4297	1.167467389	0.269716742	0.980572306	-4.576258132
ENSMUSG00000038312	Edem2	2	155543597	155571395	-	27799	0.0855	4.8568	1.167446923	0.269724635	0.980572306	-4.597890234
ENSMUSG00000048100	Taf13	3	108479014	108490538	+	11525	-0.1642	3.9759	-1.16744375	0.269725859	0.980572306	-4.582865546
ENSMUSG00000036057	Ptpn23	9	110214150	110237281	-	23132	0.1358	6.5589	1.167164729	0.269833481	0.980572306	-4.603347273
ENSMUSG00000079197	Psme2	14	55824898	55828570	-	3673	-0.1683	4.5620	-1.167101034	0.269858054	0.980572306	-4.592481252
ENSMUSG00000029403	Cdkl2	5	92153933	92191742	-	37810	0.1169	5.4711	1.166878215	0.269944029	0.980572306	-4.604013939
ENSMUSG00000041268	Dmxl2	9	54272442	54408910	-	136469	0.1899	8.1422	1.166691054	0.270016262	0.980572306	-4.591709421
ENSMUSG00000028709	Mob3c	4	115685289	115693382	+	8094	-0.1464	2.6522	-1.166551168	0.27007026	0.980572306	-4.572160801
ENSMUSG00000048154	Kmt2d	15	98729550	98769085	-	39536	0.2870	7.5479	1.16649725	0.270091075	0.980572306	-4.595068998
ENSMUSG00000044857	Lemd2	17	27408574	27423443	-	14870	0.0936	5.8060	1.166449867	0.270109368	0.980572306	-4.605310292
ENSMUSG00000023951	Vegfa	17	46327919	46343295	-	15377	0.0920	6.5262	1.166324563	0.27015775	0.980572306	-4.604116934
ENSMUSG00000028419	Chmp5	4	40948407	40965303	+	16897	-0.1124	6.3143	-1.166159467	0.270221506	0.980572306	-4.605213413
ENSMUSG00000030688	Stard10	7	100966293	100995833	+	29541	-0.1860	6.2164	-1.166055582	0.270261631	0.980572306	-4.605522818
ENSMUSG00000092607	Scnm1	3	95036847	95041322	-	4476	-0.1389	4.8418	-1.165849758	0.270341141	0.980572306	-4.598099766
ENSMUSG00000036570	Fxyd1	7	30751103	30756624	-	5522	-0.1724	3.9781	-1.165748546	0.270380247	0.980572306	-4.582497797
ENSMUSG00000036775	Decr2	17	26300182	26309311	-	9130	0.0956	5.1185	1.16534208	0.270537338	0.980572306	-4.601841832
ENSMUSG00000067818	Myl9	2	156617340	156623578	+	6239	-0.2088	3.3550	-1.165320332	0.270545746	0.980572306	-4.576103947
ENSMUSG00000033434	Gtpbp6	5	110251841	110256063	-	4223	-0.1305	4.6582	-1.165189983	0.270596139	0.980572306	-4.595177609
ENSMUSG00000042744	Hectd4	5	121358282	121506640	+	148359	0.2272	8.6400	1.164798765	0.270747432	0.980572306	-4.5903972
ENSMUSG00000055065	Ddx17	15	79411937	79430942	-	19006	0.1335	9.4407	1.164620167	0.270816522	0.980572306	-4.586667842
ENSMUSG00000024158	Hagh	17	25059117	25083424	+	24308	-0.1186	6.1105	-1.163999049	0.271056908	0.980572306	-4.606826335
ENSMUSG00000070476	Fam217b	2	178056317	178066221	+	9905	0.0904	5.8976	1.16395291	0.271074772	0.980572306	-4.606966804
ENSMUSG00000022151	Ttc33	15	5215006	5247817	+	32812	-0.1083	5.3289	-1.163107004	0.271402443	0.980572306	-4.604917604
ENSMUSG00000020149	Rab1a	11	20151432	20176856	+	25425	-0.1269	7.5242	-1.162807782	0.271518425	0.980572306	-4.597077302
ENSMUSG00000026632	Tatdn3	1	190778023	190795129	-	17107	0.1030	6.0419	1.162645293	0.271581424	0.980572306	-4.607956599
ENSMUSG00000034248	Slc25a37	14	69479297	69522561	-	43265	0.1376	6.1790	1.162480596	0.271645291	0.980572306	-4.607891761
ENSMUSG00000005267	Zfp287	11	62591182	62622731	-	31550	0.1332	4.8268	1.161574521	0.271996865	0.980572306	-4.600811103
ENSMUSG00000038902	Pogz	3	94744878	94789637	+	44760	0.1274	6.9627	1.16154321	0.27200902	0.980572306	-4.602423654
ENSMUSG00000108584		6	91499391	91509361	+	9971	0.2622	2.5558	1.16132723	0.272092881	0.980572306	-4.573570917
ENSMUSG00000013236	Ptprs	17	56719426	56783483	-	64058	0.1553	8.7133	1.161279812	0.272111295	0.980572306	-4.591722071
ENSMUSG00000059772	Slx1b	7	126288640	126294956	-	6317	-0.1417	3.9676	-1.161170865	0.272153606	0.980572306	-4.585265438
ENSMUSG00000043733	Ptpn11	5	121268596	121329460	-	60865	0.1001	8.0612	1.160622251	0.27236675	0.980572306	-4.595181931
ENSMUSG00000048232	Fbxo10	4	45034247	45084604	-	50358	0.1639	6.4308	1.160516403	0.272407888	0.980572306	-4.607428485
ENSMUSG00000040648	Ppip5k2	1	97633773	97698136	-	64364	0.1546	5.8239	1.160391278	0.272456525	0.980572306	-4.608868717
ENSMUSG00000107176	Gm9794	6	66852305	66852727	-	423	-0.3887	-1.3713	-1.160344095	0.272474867	0.980572306	-4.583663817
ENSMUSG00000039130	Zc3hc1	6	30366379	30391027	-	24649	-0.1349	4.5775	-1.160338914	0.272476881	0.980572306	-4.596433877
ENSMUSG00000004110	Cacna1e	1	154266477	154760247	-	493771	0.1931	9.2854	1.159732197	0.272712827	0.980572306	-4.5896891
ENSMUSG00000027500	Stmn2	3	8574420	8626666	+	52247	-0.1808	6.8024	-1.159678259	0.272733811	0.980572306	-4.604676212
ENSMUSG00000061650	Med9	11	59839032	59853031	+	14000	-0.0909	5.0964	-1.159636979	0.272749871	0.980572306	-4.604498262
ENSMUSG00000047959	Kcna3	3	106943485	106945386	+	1902	0.5937	2.3807	1.159584124	0.272770436	0.980572306	-4.573699291
ENSMUSG00000038056	Kmt2c	5	25476796	25703781	-	226986	0.2504	7.2901	1.159498345	0.272803813	0.980572306	-4.600428343
ENSMUSG00000027273	Snap25	2	136555373	136624348	+	68976	-0.1580	10.4378	-1.158894381	0.27303891	0.980572306	-4.58517952
ENSMUSG00000024413	Npc1	18	12322749	12369457	-	46709	0.1325	6.4875	1.15874024	0.273098936	0.980572306	-4.608217042
ENSMUSG00000002660	Clpp	17	57297305	57303188	+	5884	-0.1660	5.2770	-1.158309537	0.273266716	0.980572306	-4.606461941
ENSMUSG00000027099	Mtx2	2	74656147	74708775	+	52629	-0.1199	5.5147	-1.158244485	0.273292064	0.980572306	-4.60880093
ENSMUSG00000054302	Eapp	12	54717125	54742682	-	25558	-0.1017	5.6002	-1.157986517	0.273392602	0.980572306	-4.609232059
ENSMUSG00000050697	Prkaa1	15	5173343	5211380	+	38038	0.1207	5.1763	1.157817016	0.273458678	0.980572306	-4.606851719
ENSMUSG00000020386	Sar1b	11	51654514	51682752	+	28239	-0.1389	5.6872	-1.157437896	0.273606513	0.980572306	-4.609953401
ENSMUSG00000031660	Brd7	8	89057667	89088822	-	31156	-0.0871	5.8794	-1.157323249	0.273651232	0.980572306	-4.61044779
ENSMUSG00000034570	Inpp5j	11	3444375	3454821	-	10447	0.1150	6.4713	1.156964975	0.273791014	0.980572306	-4.609583765
ENSMUSG00000031422	Morf4l2	X	135633691	135644439	-	10749	-0.1214	7.7408	-1.156960792	0.273792646	0.980572306	-4.598716919
ENSMUSG00000016346	Kcnq2	2	180717372	180777093	-	59722	0.1640	9.5666	1.156953877	0.273795345	0.980572306	-4.589621317
ENSMUSG00000104279	Gm38300	1	178167166	178169035	+	1870	-0.2249	0.9233	-1.156925551	0.273806399	0.980572306	-4.576428455
ENSMUSG00000070939	Tgfbrap1	1	43086360	43137797	-	51438	0.1519	6.1218	1.156807446	0.273852493	0.980572306	-4.611030658
ENSMUSG00000028772	Zcchc17	4	130209176	130253736	-	44561	-0.1215	5.6745	-1.15675861	0.273871554	0.980572306	-4.610056848
ENSMUSG00000038175	Mylip	13	45543218	45565498	+	22281	0.1265	4.2525	1.15640113	0.274011115	0.980572306	-4.592670534
ENSMUSG00000073295	Nudt11	X	5959507	5967164	+	7658	-0.1569	5.3438	-1.156390248	0.274015364	0.980572306	-4.608895165
ENSMUSG00000018189	Uchl5	1	143653010	143683204	+	30195	-0.1570	4.7332	-1.156231856	0.27407722	0.980572306	-4.601514341
ENSMUSG00000014498	Ankrd52	10	128212984	128244573	+	31590	0.1863	6.8242	1.156136092	0.274114623	0.980572306	-4.606565542
ENSMUSG00000038503	Mesd	7	83533674	83550740	+	17067	-0.1265	5.4806	-1.155991558	0.274171082	0.980572306	-4.609498388
ENSMUSG00000000827	Tpd52l2	2	181138935	181159759	+	20825	-0.0901	6.1231	-1.155874196	0.274216934	0.980572306	-4.611241218
ENSMUSG00000097820	E530011L22Rik	9	121583728	121589009	-	5282	0.1723	2.3746	1.155430144	0.274390473	0.980572306	-4.574819717
ENSMUSG00000032186	Tmod2	9	75472903	75518607	-	45705	0.1928	8.9156	1.155187159	0.274485471	0.980572306	-4.593424766
ENSMUSG00000040029	Ipo8	6	148672181	148732965	-	60785	0.1185	6.2621	1.15518609	0.274485889	0.980572306	-4.611351975
ENSMUSG00000028894	Inpp5b	4	124635643	124695304	+	59662	0.1165	5.6138	1.155009989	0.274554754	0.980572306	-4.61096243
ENSMUSG00000041417	Pik3r1	13	101817071	101904725	-	87655	0.1062	7.1195	1.154888764	0.274602167	0.980572306	-4.60434243
ENSMUSG00000002395	Use1	8	71819492	71822376	+	2885	-0.2029	5.5512	-1.154808838	0.274633431	0.980572306	-4.610372987
ENSMUSG00000079316	Rab9	X	165240249	165262863	-	22615	-0.1431	4.6976	-1.15452938	0.274742766	0.980572306	-4.601565972
ENSMUSG00000051586	Mical3	6	120908668	121107959	-	199292	0.1951	7.6851	1.154347292	0.274814025	0.980572306	-4.600272546
ENSMUSG00000020176	Grb10	11	11880508	11988683	-	108176	0.2038	6.9709	1.154123699	0.274901546	0.980572306	-4.606096242
ENSMUSG00000020752	Recql5	11	115783421	115824303	-	40883	0.0973	5.1833	1.154106781	0.274908169	0.980572306	-4.608296008
ENSMUSG00000005374	Tbl2	5	135178511	135194614	+	16104	0.0969	5.0839	1.154047799	0.27493126	0.980572306	-4.607575263
ENSMUSG00000031386	Hcfc1	X	72986398	73009963	-	23566	0.1859	7.2506	1.154030618	0.274937987	0.980572306	-4.603796024
ENSMUSG00000015149	Sirt2	7	28466160	28488086	+	21927	0.1050	7.4584	1.153959904	0.274965674	0.980572306	-4.60223824
ENSMUSG00000010054	Tusc2	9	107440454	107443311	+	2858	-0.1014	5.8940	-1.153812082	0.275023559	0.980572306	-4.612226449
ENSMUSG00000053199	Arhgap20	9	51676637	51765156	+	88520	0.1342	7.0604	1.153777073	0.275037269	0.980572306	-4.605364772
ENSMUSG00000033809	Alg3	16	20424124	20430485	-	6362	-0.1277	3.6427	-1.153599293	0.2751069	0.980572306	-4.583861824
ENSMUSG00000093904	Tomm20	8	127657417	127672594	-	15178	0.0963	8.8947	1.153553298	0.275124918	0.980572306	-4.594391252
ENSMUSG00000030272	Camk1	6	113311085	113320945	-	9861	-0.1427	5.1106	-1.153313841	0.275218733	0.980572306	-4.607213345
ENSMUSG00000034390	Cmip	8	117983803	118186169	+	202367	0.2489	7.2708	1.153273775	0.275234432	0.980572306	-4.603959095
ENSMUSG00000003208	Yju2	17	56266099	56275285	+	9187	-0.1518	3.2366	-1.152950022	0.275361319	0.980572306	-4.579658518
ENSMUSG00000039771	Polr2j	5	136145485	136151801	+	6317	-0.1540	4.5268	-1.152880466	0.275388586	0.980572306	-4.597957133
ENSMUSG00000040242	Fgfr1op2	6	146478701	146500696	+	21996	-0.1026	6.8158	-1.152776108	0.275429499	0.980572306	-4.608253873
ENSMUSG00000070709		7	27606817	27628885	-	22069	0.1702	3.5876	1.152551018	0.275517762	0.980572306	-4.584104207
ENSMUSG00000019804	Snx3	10	42378026	42411377	+	33352	-0.1300	7.2128	-1.152341496	0.275599939	0.980572306	-4.605265906
ENSMUSG00000026490	Cdc42bpa	1	179788037	179993168	+	205132	0.1771	8.4303	1.152215933	0.275649196	0.980572306	-4.597313793
ENSMUSG00000048001	Hes5	4	155045380	155046828	+	1449	0.3249	3.5760	1.15215541	0.275672941	0.980572306	-4.582516983
ENSMUSG00000028453	Fancg	4	43002343	43010506	-	8164	0.1078	4.3488	1.152070465	0.275706271	0.980572306	-4.596394005
ENSMUSG00000020700	Map3k3	11	105975439	106046272	+	70834	0.1749	5.6050	1.151933069	0.275760186	0.980572306	-4.612598689
ENSMUSG00000033961	Zfp446	7	12711775	12719641	+	7867	0.1073	4.7024	1.151740555	0.275835745	0.980572306	-4.603350263
ENSMUSG00000032855	Pkd1	17	24768808	24815482	+	46675	0.2276	7.9543	1.151689177	0.275855913	0.980572306	-4.600077343
ENSMUSG00000000805	Car4	11	84848612	84856870	+	8259	0.1890	2.9585	1.151673922	0.275861901	0.980572306	-4.578050053
ENSMUSG00000032705	Exd2	12	80509869	80547001	+	37133	0.1299	7.0402	1.151310838	0.276004461	0.980572306	-4.606985871
ENSMUSG00000107892	Gm44524	3	40831412	40831682	-	271	0.3659	-1.0608	1.151219056	0.276040506	0.980572306	-4.583395928
ENSMUSG00000001280	Sp1	15	102314578	102344839	+	30262	0.1924	5.1102	1.151192486	0.276050942	0.980572306	-4.609778055
ENSMUSG00000001445	Mrpl10	11	96932386	96940039	+	7654	-0.1076	5.9949	-1.151006741	0.276123904	0.980572306	-4.613953264
ENSMUSG00000005338	Cadm3	1	173160825	173195261	-	34437	0.1115	8.5582	1.150634917	0.276270005	0.980572306	-4.597670417
ENSMUSG00000045316	Fahd1	17	25067866	25069338	-	1473	-0.1784	3.4543	-1.150633073	0.27627073	0.980572306	-4.582786861
ENSMUSG00000020935	Dcakd	11	102884873	102919159	-	34287	-0.0862	5.5134	-1.15027737	0.276410553	0.980572306	-4.612832211
ENSMUSG00000000223	Drp2	X	133305300	133357322	+	52023	0.1242	6.8103	1.150167791	0.276453639	0.980572306	-4.609817467
ENSMUSG00000025728	Pigq	17	26145395	26163910	-	18516	0.1097	6.7675	1.150109485	0.276476567	0.980572306	-4.610226456
ENSMUSG00000032777	Gtf3c1	7	125240126	125306952	-	66827	0.1278	8.0450	1.150101168	0.276479837	0.980572306	-4.600491545
ENSMUSG00000029343		5	112403681	112417451	+	13771	0.1605	2.8817	1.149782083	0.276605338	0.980572306	-4.578381326
ENSMUSG00000055024	Ep300	15	81469552	81536278	+	66727	0.2188	6.8344	1.149480812	0.276723874	0.980572306	-4.609825819
ENSMUSG00000039000	Ube3c	5	29774240	29881090	+	106851	0.1131	7.1126	1.149335738	0.276780968	0.980572306	-4.607252465
ENSMUSG00000036667	Tcaf1	6	42644936	42687022	-	42087	0.1194	9.1004	1.149208165	0.276831183	0.980572306	-4.595563352
ENSMUSG00000029119	Man2b2	5	36964265	36987997	-	23733	0.0941	4.5792	1.149085035	0.276879655	0.980572306	-4.601987076
ENSMUSG00000025212	Sfxn3	19	45035942	45044822	+	8881	0.0919	7.1461	1.148823775	0.276982526	0.980572306	-4.60742437
ENSMUSG00000036882	Arhgap33	7	30221651	30234485	-	12835	0.1320	8.8245	1.148724523	0.277021614	0.980572306	-4.597207875
ENSMUSG00000024764	Naa40	19	7203033	7218548	-	15516	0.1103	6.1007	1.14816658	0.277241429	0.980572306	-4.61572057
ENSMUSG00000014418	Hps5	7	46409890	46445488	-	35599	0.1379	5.0286	1.148160989	0.277243633	0.980572306	-4.610312041
ENSMUSG00000032249	Anp32a	9	62248575	62286094	+	37520	-0.1370	7.5068	-1.147595446	0.277466583	0.980572306	-4.605226267
ENSMUSG00000036990	Otud4	8	80366247	80404353	+	38107	0.1391	6.7805	1.147450538	0.277523732	0.980572306	-4.611131652
ENSMUSG00000062753	AI413582	17	27782547	27784730	-	2184	-0.1829	3.8131	-1.147413365	0.277538394	0.980572306	-4.588092437
ENSMUSG00000022503	Nubp1	16	10229812	10242292	+	12481	0.1085	4.0904	1.14709828	0.277662694	0.980572306	-4.593759891
ENSMUSG00000004677	Myo9b	8	71725358	71813357	+	88000	0.2089	7.2724	1.147005264	0.277699397	0.980572306	-4.607107293
ENSMUSG00000036501	Fam13b	18	34575404	34639884	-	64481	0.2057	6.4773	1.146803588	0.277778989	0.980572306	-4.614440694
ENSMUSG00000022370	Mrpl13	15	55397490	55421144	-	23655	-0.1341	4.5351	-1.146209083	0.278013716	0.980572306	-4.602414277
ENSMUSG00000087687	Pet100	8	3671548	3675848	+	4301	-0.1992	4.0757	-1.146102355	0.278055872	0.980572306	-4.593081232
ENSMUSG00000048040	Arxes2	X	134894573	134896104	+	1532	-0.3343	5.2773	-1.145876858	0.278144956	0.980572306	-4.61400069
ENSMUSG00000025130	P4hb	11	120451124	120464079	-	12956	-0.0924	7.0323	-1.145869974	0.278147675	0.980572306	-4.609932604
ENSMUSG00000064363	mt-Nd4	MT	10167	11544	+	1378	-0.1236	12.0997	-1.145251117	0.278392275	0.980572306	-4.585798912
ENSMUSG00000021557	Agtpbp1	13	59593556	59733041	-	139486	0.1251	7.7390	1.145082781	0.278458838	0.980572306	-4.604503804
ENSMUSG00000005886	Ncoa2	1	13209329	13444307	-	234979	0.1702	7.2446	1.144968475	0.278504044	0.980572306	-4.608174058
ENSMUSG00000029319	Coq2	5	100802589	100823006	-	20418	0.0892	6.7623	1.144889838	0.278535146	0.980572306	-4.612985198
ENSMUSG00000049717	Lig4	8	10019049	10027686	-	8638	-0.1295	3.5854	-1.144831862	0.278558079	0.980572306	-4.586845037
ENSMUSG00000066306	Numa1	7	101583318	101664171	+	80854	0.1677	7.5643	1.144086332	0.278853107	0.980572306	-4.606274184
